"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent
Philippines,3685029.0,195.0,60215.0,20.0,3614238.0,1178.0,10576.0,289.0,32834.0,537.0,29495310.0,262803.0,112233503.0,Asia
Switzerland,3602489.0,,13855.0,,3419641.0,,168993.0,87.0,410786.0,1580.0,20767523.0,2368090.0,8769737.0,Europe
Peru,3563151.0,851.0,212778.0,9.0,,,,350.0,105396.0,6294.0,29738803.0,879661.0,33807126.0,South America
Chile,3551383.0,2056.0,57468.0,81.0,3397673.0,4452.0,96242.0,255.0,182923.0,2960.0,36856295.0,1898376.0,19414647.0,South America
Greece,3302382.0,11487.0,29022.0,46.0,3195503.0,8180.0,77857.0,267.0,319674.0,2809.0,79332875.0,7679503.0,10330470.0,Europe
Denmark,2963337.0,1099.0,6125.0,9.0,2937000.0,2107.0,20212.0,13.0,508352.0,1051.0,127185788.0,21818360.0,5829301.0,Europe
Romania,2890827.0,1464.0,65456.0,26.0,2606660.0,,218711.0,212.0,152114.0,3444.0,22641009.0,1191360.0,19004331.0,Europe
Sweden,2500917.0,425.0,18739.0,,2466329.0,757.0,15849.0,19.0,244857.0,1835.0,18493218.0,1810611.0,10213801.0,Europe
Iraq,2324699.0,168.0,25208.0,,2297063.0,239.0,2428.0,20.0,55531.0,602.0,18466576.0,441115.0,41863426.0,Asia
Serbia,2004255.0,921.0,15976.0,7.0,1972747.0,951.0,15532.0,26.0,231081.0,1842.0,9461757.0,1090898.0,8673369.0,Europe
Bangladesh,1952625.0,23.0,29127.0,,1894457.0,334.0,29041.0,1297.0,11645.0,174.0,13978152.0,83365.0,167673489.0,Asia
Hungary,1897897.0,2220.0,46162.0,29.0,1797144.0,4528.0,54591.0,38.0,197374.0,4801.0,11324260.0,1177679.0,9615741.0,Europe
Slovakia,1777971.0,1395.0,19873.0,11.0,1737255.0,2528.0,20843.0,70.0,325370.0,3637.0,7074245.0,1294594.0,5464452.0,Europe
Jordan,1694216.0,,14048.0,,1678941.0,,1227.0,124.0,163104.0,1352.0,16670254.0,1604860.0,10387355.0,Asia
Georgia,1654665.0,290.0,16802.0,2.0,1636188.0,80.0,1675.0,,416243.0,4227.0,16840700.0,4236397.0,3975241.0,Asia
Pakistan,1528178.0,117.0,30371.0,2.0,1494141.0,,3666.0,145.0,6682.0,133.0,28102380.0,122884.0,228690978.0,Asia
Ireland,1515005.0,970.0,7054.0,26.0,1435849.0,5251.0,72102.0,38.0,300710.0,1400.0,12049432.0,2391662.0,5038099.0,Europe
Norway,1425079.0,407.0,2932.0,,,,,20.0,259183.0,533.0,11002430.0,2001045.0,5498341.0,Europe
Kazakhstan,1305489.0,16.0,13660.0,,1291030.0,21.0,799.0,24.0,68047.0,712.0,11575012.0,603331.0,19185171.0,Asia
Hong Kong,1203068.0,430.0,9282.0,8.0,,,,115.0,158140.0,1220.0,44972952.0,5911579.0,7607604.0,Asia
Singapore,1190560.0,2646.0,1334.0,1.0,1122038.0,2115.0,67188.0,8.0,200633.0,225.0,23712995.0,3996106.0,5934026.0,Asia
Morocco,1164825.0,51.0,16068.0,2.0,1148348.0,38.0,409.0,293.0,30892.0,426.0,11237010.0,298015.0,37706217.0,Africa
Bulgaria,1155387.0,741.0,36887.0,8.0,970592.0,5349.0,147908.0,97.0,168588.0,5382.0,9825462.0,1433676.0,6853334.0,Europe
Croatia,1119916.0,1390.0,15808.0,7.0,1098860.0,264.0,5248.0,24.0,275894.0,3894.0,4776342.0,1176662.0,4059231.0,Europe
Cuba,1102355.0,191.0,8525.0,,1092750.0,229.0,1080.0,23.0,97432.0,753.0,12920253.0,1141966.0,11314043.0,North America
Lebanon,1096648.0,118.0,10381.0,1.0,1080710.0,309.0,5557.0,186.0,161990.0,1533.0,4795578.0,708372.0,6769861.0,Asia
Lithuania,1056499.0,842.0,9080.0,2.0,1020386.0,1210.0,27033.0,25.0,398193.0,3422.0,8232789.0,3102924.0,2653236.0,Europe
Tunisia,1040193.0,,28550.0,,,,,29.0,86369.0,2371.0,4572976.0,379704.0,12043534.0,Africa
Slovenia,1007542.0,1139.0,6587.0,2.0,986125.0,1616.0,14830.0,29.0,484521.0,3168.0,2643589.0,1271288.0,2079458.0,Europe
Finland,1000472.0,,3638.0,,46000.0,,950834.0,31.0,180058.0,655.0,10644579.0,1915742.0,5556375.0,Europe
Nepal,978778.0,8.0,11951.0,,966575.0,17.0,252.0,,32529.0,397.0,5628577.0,187060.0,30089710.0,Asia
Belarus,978773.0,656.0,6936.0,5.0,928536.0,,43301.0,,103643.0,734.0,13123162.0,1389625.0,9443670.0,Europe
New Zealand,906397.0,9902.0,671.0,22.0,850135.0,11272.0,55591.0,,181203.0,134.0,6989903.0,1397394.0,5002100.0,Australia/Oceania
Bolivia,904657.0,81.0,21909.0,1.0,856941.0,610.0,25807.0,220.0,75624.0,1831.0,2699040.0,225623.0,11962592.0,South America
UAE,897770.0,212.0,2302.0,,880814.0,333.0,14654.0,,88820.0,228.0,155155472.0,15350184.0,10107727.0,Asia
Uruguay,895775.0,,7197.0,,886654.0,,1924.0,18.0,256256.0,2059.0,6091188.0,1742517.0,3495626.0,South America
Ecuador,868836.0,266.0,35584.0,3.0,,,,759.0,47922.0,1963.0,2470170.0,136246.0,18130244.0,South America
Costa Rica,852074.0,,8405.0,,832853.0,,10816.0,45.0,164534.0,1623.0,4291131.0,828608.0,5178721.0,North America
Guatemala,844059.0,790.0,17538.0,4.0,824207.0,804.0,2314.0,5.0,45580.0,947.0,4435442.0,239518.0,18518162.0,North America
Latvia,821075.0,614.0,5751.0,11.0,805376.0,1131.0,9948.0,11.0,444237.0,3112.0,7166055.0,3877142.0,1848283.0,Europe
Azerbaijan,792521.0,19.0,9707.0,,782675.0,25.0,139.0,,76904.0,942.0,6801484.0,659993.0,10305392.0,Asia
Panama,773675.0,845.0,8183.0,,760875.0,236.0,4617.0,8.0,174319.0,1844.0,5850865.0,1318273.0,4438281.0,North America
Saudi Arabia,753730.0,98.0,9084.0,2.0,741235.0,177.0,3411.0,43.0,21054.0,254.0,41860482.0,1169294.0,35799805.0,Asia
Sri Lanka,663239.0,,16503.0,,646115.0,5.0,621.0,,30739.0,765.0,6486117.0,300610.0,21576547.0,Asia
Paraguay,649034.0,,18795.0,,624673.0,,5566.0,5.0,89008.0,2578.0,2623300.0,359757.0,7291876.0,South America
Kuwait,631409.0,,2555.0,,628090.0,,764.0,8.0,143979.0,583.0,8007805.0,1826005.0,4385424.0,Asia
Myanmar,612802.0,17.0,19434.0,,591740.0,25.0,1628.0,,11127.0,353.0,7924721.0,143894.0,55073214.0,Asia
Palestine,581940.0,,5353.0,,576242.0,,345.0,17.0,109449.0,1007.0,3078533.0,578998.0,5317005.0,Asia
Dominican Republic,579248.0,134.0,4376.0,,574601.0,155.0,271.0,6.0,52441.0,396.0,3274131.0,296415.0,11045758.0,North America
Estonia,571298.0,368.0,2533.0,,509035.0,876.0,59730.0,2.0,430143.0,1907.0,3319801.0,2499555.0,1328157.0,Europe
Bahrain,567614.0,441.0,1475.0,,562563.0,423.0,3576.0,3.0,313762.0,815.0,9711519.0,5368274.0,1809058.0,Asia
Venezuela,522263.0,20.0,5706.0,,515639.0,18.0,918.0,230.0,18461.0,202.0,3359014.0,118737.0,28289416.0,South America
Moldova,516986.0,,11489.0,,504142.0,,1355.0,49.0,128702.0,2860.0,3216305.0,800691.0,4016912.0,Europe
Egypt,515645.0,,24613.0,,442182.0,,48850.0,122.0,4872.0,233.0,3693367.0,34894.0,105843882.0,Africa
Libya,501904.0,,6430.0,,490973.0,,4501.0,101.0,71281.0,913.0,2477219.0,351817.0,7041215.0,Africa
Ethiopia,470492.0,24.0,7510.0,,455159.0,120.0,7823.0,15.0,3916.0,63.0,4777158.0,39763.0,120140247.0,Africa
Cyprus,470481.0,,1011.0,,124370.0,,345100.0,60.0,384586.0,826.0,9477138.0,7746905.0,1223345.0,Asia
Mongolia,469712.0,67.0,2177.0,,313256.0,,154279.0,192.0,139203.0,645.0,4030048.0,1194339.0,3374291.0,Asia
Armenia,422855.0,17.0,8622.0,,410598.0,10.0,3635.0,,142217.0,2900.0,3042708.0,1023338.0,2973316.0,Asia
Honduras,422275.0,,10892.0,,131100.0,,280283.0,105.0,41436.0,1069.0,1263329.0,123964.0,10191067.0,North America
Oman,389113.0,14.0,4258.0,,384215.0,23.0,640.0,4.0,72831.0,797.0,25000000.0,4679269.0,5342715.0,Asia
Bosnia and Herzegovina,376948.0,51.0,15764.0,,192218.0,,168966.0,,116209.0,4860.0,1756783.0,541597.0,3243710.0,Europe
Réunion,374295.0,,742.0,,355605.0,,17948.0,10.0,412704.0,818.0,1603660.0,1768223.0,906933.0,Africa
Qatar,364421.0,50.0,677.0,,363061.0,139.0,683.0,3.0,129789.0,241.0,3431770.0,1222225.0,2807805.0,Asia
Kenya,323734.0,11.0,5649.0,,317928.0,5.0,157.0,,5789.0,101.0,3590760.0,64207.0,55924655.0,Africa
Zambia,319431.0,,3976.0,,314577.0,,878.0,,16534.0,206.0,3419145.0,176976.0,19319786.0,Africa
North Macedonia,309310.0,81.0,9278.0,1.0,299539.0,148.0,493.0,,148477.0,4454.0,2013928.0,966739.0,2083218.0,Europe
Botswana,305859.0,,2688.0,,303026.0,,145.0,1.0,125457.0,1103.0,2026898.0,831392.0,2437957.0,Africa
Albania,274929.0,67.0,3496.0,,271068.0,38.0,365.0,2.0,95725.0,1217.0,1803166.0,627825.0,2872082.0,Europe
Algeria,265773.0,1.0,6875.0,,178350.0,,80548.0,6.0,5868.0,152.0,230861.0,5097.0,45290856.0,Africa
Nigeria,255685.0,,3143.0,,249890.0,,2652.0,11.0,1187.0,15.0,5036813.0,23381.0,215427396.0,Africa
Zimbabwe,247729.0,62.0,5469.0,,241566.0,66.0,694.0,12.0,16238.0,358.0,2248962.0,147411.0,15256386.0,Africa
Uzbekistan,238535.0,25.0,1637.0,,236563.0,37.0,335.0,23.0,6944.0,48.0,1377915.0,40112.0,34351302.0,Asia
Luxembourg,236686.0,822.0,1063.0,1.0,225008.0,774.0,10615.0,1.0,367241.0,1649.0,4222757.0,6552020.0,644497.0,Europe
Montenegro,234957.0,81.0,2714.0,,231563.0,71.0,680.0,6.0,374010.0,4320.0,2448672.0,3897850.0,628211.0,Europe
Mozambique,225375.0,8.0,2201.0,,223110.0,4.0,64.0,13.0,6861.0,67.0,1311366.0,39923.0,32847097.0,Africa
Laos,206512.0,470.0,737.0,1.0,7660.0,,198115.0,,27655.0,99.0,1232128.0,164998.0,7467552.0,Asia
Kyrgyzstan,200991.0,1.0,2991.0,,196397.0,4.0,1603.0,131.0,29910.0,445.0,1907195.0,283812.0,6719928.0,Asia
Iceland,185353.0,,119.0,,75685.0,,109549.0,,536833.0,345.0,1953616.0,5658211.0,345271.0,Europe
Maldives,179171.0,,298.0,,163687.0,,15186.0,25.0,321178.0,534.0,2213831.0,3968470.0,557855.0,Asia
Afghanistan,178811.0,36.0,7683.0,,161834.0,22.0,9294.0,1124.0,4413.0,190.0,942978.0,23271.0,40522216.0,Asia
Uganda,164069.0,,3596.0,,100205.0,,60268.0,2.0,3392.0,74.0,2612795.0,54021.0,48366369.0,Africa
El Salvador,162089.0,,4128.0,,150662.0,,7299.0,8.0,24763.0,631.0,1950448.0,297973.0,6545730.0,North America
Ghana,161170.0,13.0,1445.0,,159679.0,10.0,46.0,1.0,4997.0,45.0,2435325.0,75509.0,32252205.0,Africa
Namibia,158480.0,53.0,4025.0,,153662.0,,793.0,,60383.0,1534.0,1003847.0,382480.0,2624576.0,Africa
Martinique,153253.0,,926.0,,104.0,,152223.0,8.0,408963.0,2471.0,828928.0,2212032.0,374736.0,North America
Trinidad and Tobago,146140.0,543.0,3819.0,2.0,134684.0,300.0,7637.0,18.0,103813.0,2713.0,702227.0,498836.0,1407730.0,North America
Brunei,141531.0,126.0,218.0,,140422.0,173.0,891.0,,317977.0,490.0,717784.0,1612643.0,445098.0,Asia
Guadeloupe,140130.0,,854.0,,2250.0,,137026.0,19.0,350108.0,2134.0,938039.0,2343644.0,400248.0,North America
Cambodia,136235.0,5.0,3056.0,,132994.0,26.0,185.0,,7948.0,178.0,2950598.0,172149.0,17139750.0,Asia
Rwanda,129778.0,5.0,1458.0,,45522.0,,82798.0,,9588.0,108.0,5247843.0,387699.0,13535878.0,Africa
Jamaica,129747.0,66.0,2954.0,5.0,83200.0,56.0,43593.0,,43471.0,990.0,991284.0,332125.0,2984675.0,North America
Cameroon,119780.0,,1927.0,,117791.0,,62.0,13.0,4317.0,69.0,1751774.0,63134.0,27747078.0,Africa
Angola,99194.0,,1900.0,,97149.0,,145.0,,2857.0,55.0,1499795.0,43191.0,34724374.0,Africa
Malta,91221.0,189.0,696.0,3.0,85976.0,453.0,4549.0,4.0,205600.0,1569.0,1878113.0,4233016.0,443682.0,Europe
DRC,87023.0,,1337.0,,50930.0,,34756.0,,921.0,14.0,846704.0,8959.0,94510169.0,Africa
Senegal,85993.0,2.0,1966.0,,84010.0,3.0,17.0,,4901.0,112.0,1066909.0,60806.0,17545993.0,Africa
Malawi,85761.0,9.0,2633.0,,81961.0,,1167.0,67.0,4282.0,131.0,573085.0,28613.0,20028530.0,Africa
Ivory Coast,81913.0,4.0,799.0,,81087.0,8.0,27.0,,2972.0,29.0,1498332.0,54355.0,27565705.0,Africa
French Guiana,80422.0,,394.0,,11254.0,,68774.0,1.0,257141.0,1260.0,622646.0,1990843.0,312755.0,South America
Suriname,79336.0,,1328.0,,49401.0,,28607.0,,133071.0,2227.0,235950.0,395762.0,596192.0,South America
Taiwan,76929.0,8914.0,858.0,2.0,24900.0,531.0,51171.0,,3219.0,36.0,14517501.0,607549.0,23895177.0,Asia
Channel Islands,74290.0,61.0,167.0,,73063.0,121.0,1060.0,,420245.0,945.0,1252808.0,7086900.0,176778.0,Europe
French Polynesia,72704.0,26.0,648.0,,,,,7.0,256125.0,2283.0,,,283861.0,Australia/Oceania
Eswatini,70456.0,102.0,1397.0,,68818.0,4.0,241.0,11.0,59607.0,1182.0,1013821.0,857709.0,1182011.0,Africa
Barbados,68913.0,473.0,390.0,,65085.0,455.0,3438.0,,239269.0,1354.0,645480.0,2241133.0,288015.0,North America
Fiji,64625.0,12.0,862.0,,62690.0,,1073.0,,71153.0,949.0,506984.0,558193.0,908260.0,Australia/Oceania
Madagascar,64152.0,,1391.0,,59370.0,,3391.0,14.0,2213.0,48.0,422372.0,14572.0,28985069.0,Africa
Guyana,63447.0,27.0,1228.0,,62126.0,14.0,93.0,1.0,79963.0,1548.0,593807.0,748381.0,793455.0,South America
Sudan,62117.0,,4931.0,,,,,,1359.0,108.0,562941.0,12315.0,45710503.0,Africa
New Caledonia,60517.0,,312.0,,60102.0,,103.0,9.0,208327.0,1074.0,98964.0,340680.0,290490.0,Australia/Oceania
Mauritania,58686.0,,982.0,,57694.0,,10.0,,12046.0,202.0,802133.0,164648.0,4871819.0,Africa
Bhutan,58643.0,270.0,20.0,,56282.0,691.0,2341.0,2.0,74509.0,25.0,2292726.0,2913026.0,787060.0,Asia
Belize,57477.0,10.0,676.0,,56594.0,22.0,207.0,6.0,139931.0,1646.0,538173.0,1310211.0,410753.0,North America
Cabo Verde,56014.0,4.0,401.0,,55548.0,3.0,65.0,23.0,98795.0,707.0,400982.0,707237.0,566970.0,Africa
Syria,55807.0,4.0,3150.0,,52136.0,13.0,521.0,,3054.0,172.0,146269.0,8004.0,18273504.0,Asia
Gabon,47597.0,,303.0,,47282.0,,12.0,,20505.0,131.0,1592483.0,686058.0,2321209.0,Africa
Papua New Guinea,43800.0,,649.0,,43100.0,,51.0,7.0,4732.0,70.0,249149.0,26920.0,9255185.0,Australia/Oceania
Seychelles,42474.0,,166.0,,41727.0,,581.0,,427072.0,1669.0,,,99454.0,Africa
Curaçao,41966.0,,273.0,,41251.0,,442.0,3.0,253856.0,1651.0,496693.0,3004543.0,165314.0,North America
Andorra,41013.0,,153.0,,40343.0,,517.0,14.0,529268.0,1974.0,249838.0,3224132.0,77490.0,Europe
Burundi,39634.0,2.0,38.0,,773.0,,38823.0,,3162.0,3.0,345742.0,27583.0,12534450.0,Africa
Mauritius,37586.0,14.0,990.0,,35789.0,34.0,807.0,,29465.0,776.0,358675.0,281180.0,1275606.0,Africa
Mayotte,37038.0,,187.0,,2964.0,,33887.0,,130058.0,657.0,176919.0,621246.0,284781.0,Africa
Togo,36981.0,,273.0,,36688.0,,20.0,,4284.0,32.0,729301.0,84493.0,8631461.0,Africa
Guinea,36459.0,,440.0,,35976.0,,43.0,8.0,2646.0,32.0,660107.0,47902.0,13780302.0,Africa
Faeroe Islands,34658.0,,28.0,,7693.0,,26937.0,5.0,704417.0,569.0,778000.0,15812687.0,49201.0,Europe
Aruba,34589.0,,212.0,,34251.0,,126.0,2.0,321486.0,1970.0,177885.0,1653345.0,107591.0,North America
Tanzania,33872.0,,803.0,,,,,7.0,539.0,13.0,,,62826779.0,Africa
Bahamas,33511.0,13.0,789.0,,32335.0,7.0,387.0,11.0,83761.0,1972.0,229817.0,574430.0,400078.0,North America
Lesotho,32910.0,,697.0,,24155.0,,8058.0,,15144.0,321.0,431221.0,198433.0,2173136.0,Africa
Mali,30785.0,16.0,731.0,,29872.0,18.0,182.0,,1445.0,34.0,665256.0,31217.0,21311010.0,Africa
Haiti,30655.0,,835.0,,29479.0,,341.0,,2630.0,72.0,132422.0,11362.0,11655326.0,North America
Isle of Man,28416.0,,87.0,,26794.0,,1535.0,,330992.0,1013.0,150753.0,1755984.0,85851.0,Europe
Benin,26952.0,,163.0,,25506.0,,1283.0,5.0,2122.0,13.0,604310.0,47582.0,12700412.0,Africa
Somalia,26485.0,,1350.0,,13182.0,,11953.0,,1586.0,81.0,400466.0,23981.0,16699185.0,Africa
Congo,24079.0,,385.0,,20178.0,,3516.0,,4177.0,67.0,347815.0,60332.0,5764994.0,Africa
Saint Lucia,23285.0,,368.0,,22765.0,,152.0,1.0,125761.0,1988.0,142871.0,771638.0,185153.0,North America
Timor-Leste,22862.0,1.0,130.0,,22722.0,1.0,10.0,,16760.0,95.0,262382.0,192348.0,1364104.0,Asia
Cayman Islands,22223.0,468.0,27.0,1.0,8553.0,,13643.0,1.0,331064.0,402.0,222773.0,3318729.0,67126.0,North America
Burkina Faso,20853.0,,382.0,,20439.0,,32.0,,950.0,17.0,248995.0,11346.0,21945146.0,Africa
Nicaragua,18491.0,,225.0,,4225.0,,14041.0,,2732.0,33.0,,,6767893.0,North America
Gibraltar,17706.0,,102.0,,16579.0,,1025.0,,525822.0,3029.0,534283.0,15866807.0,33673.0,Europe
South Sudan,17450.0,5.0,138.0,,13514.0,,3798.0,1.0,1526.0,12.0,379731.0,33215.0,11432401.0,Africa
Liechtenstein,17133.0,7.0,84.0,,16942.0,29.0,107.0,,447022.0,2192.0,102174.0,2665849.0,38327.0,Europe
San Marino,16186.0,,114.0,,15702.0,,370.0,4.0,475206.0,3347.0,149271.0,4382461.0,34061.0,Europe
Equatorial Guinea,15907.0,,183.0,,15698.0,,26.0,5.0,10699.0,123.0,310972.0,209162.0,1486752.0,Africa
Djibouti,15611.0,,189.0,,15411.0,,11.0,,15394.0,186.0,303924.0,299690.0,1014128.0,Africa
Solomon Islands,14786.0,,141.0,,13307.0,,1338.0,2.0,20608.0,197.0,5117.0,7132.0,717505.0,Australia/Oceania
CAR,14649.0,,113.0,,6859.0,,7677.0,2.0,2940.0,23.0,81294.0,16316.0,4982461.0,Africa
Grenada,14519.0,,220.0,,14007.0,,292.0,4.0,127953.0,1939.0,149247.0,1315288.0,113471.0,North America
Bermuda,13488.0,345.0,131.0,,12981.0,262.0,376.0,,218041.0,2118.0,876273.0,14165422.0,61860.0,North America
Dominica,12033.0,22.0,63.0,,11929.0,3.0,41.0,,166406.0,871.0,188110.0,2601402.0,72311.0,North America
Gambia,11995.0,,365.0,,11591.0,,39.0,,4722.0,144.0,155686.0,61292.0,2540074.0,Africa
Greenland,11971.0,,21.0,,2761.0,,9189.0,4.0,210206.0,369.0,164926.0,2896030.0,56949.0,North America
Yemen,11818.0,,2149.0,,9009.0,,660.0,23.0,381.0,69.0,265253.0,8551.0,31020232.0,Asia
Monaco,11712.0,35.0,54.0,,11502.0,16.0,156.0,4.0,294656.0,1359.0,54960.0,1382711.0,39748.0,Europe
Saint Martin,10279.0,,63.0,,1399.0,,8817.0,7.0,257845.0,1580.0,112382.0,2819064.0,39865.0,North America
Sint Maarten,10036.0,18.0,86.0,,9878.0,19.0,72.0,10.0,229337.0,1965.0,62056.0,1418066.0,43761.0,North America
Tonga,9950.0,112.0,11.0,,8721.0,,1218.0,,92237.0,102.0,423475.0,3925645.0,107874.0,Australia/Oceania
Caribbean Netherlands,9713.0,,34.0,,9590.0,,89.0,,364247.0,1275.0,30126.0,1129753.0,26666.0,North America
Niger,8924.0,3.0,309.0,,8518.0,8.0,97.0,1.0,346.0,12.0,249920.0,9687.0,25798932.0,Africa
Samoa,8351.0,,16.0,,1605.0,,6730.0,4.0,41586.0,80.0,59708.0,297333.0,200812.0,Australia/Oceania
Guinea-Bissau,8186.0,,171.0,,7528.0,,487.0,6.0,3988.0,83.0,133617.0,65098.0,2052560.0,Africa
Comoros,8100.0,,160.0,,7933.0,,7.0,,8967.0,177.0,,,903279.0,Africa
Sierra Leone,7681.0,,125.0,,,,,,929.0,15.0,259958.0,31427.0,8271923.0,Africa
Antigua and Barbuda,7571.0,,135.0,,7402.0,,34.0,1.0,76164.0,1358.0,18901.0,190143.0,99404.0,North America
Liberia,7434.0,,294.0,,5747.0,,1393.0,2.0,1410.0,56.0,139824.0,26513.0,5273788.0,Africa
Chad,7411.0,,193.0,,4874.0,,2344.0,,429.0,11.0,191341.0,11071.0,17282572.0,Africa
Vanuatu,7069.0,104.0,13.0,,6518.0,96.0,538.0,3.0,22077.0,41.0,24976.0,78003.0,320193.0,Australia/Oceania
St. Vincent Grenadines,6782.0,3.0,106.0,,6641.0,,35.0,,60781.0,950.0,98894.0,886298.0,111581.0,North America
British Virgin Islands,6296.0,,62.0,,,,,1.0,205772.0,2026.0,102862.0,3361833.0,30597.0,North America
Turks and Caicos,5963.0,,36.0,,5862.0,,65.0,4.0,150315.0,907.0,488787.0,12321326.0,39670.0,North America
Sao Tome and Principe,5957.0,,73.0,,5880.0,,4.0,,26293.0,322.0,29036.0,128161.0,226559.0,Africa
Saint Kitts and Nevis,5562.0,,43.0,,5518.0,,1.0,,103224.0,798.0,65141.0,1208934.0,53883.0,North America
Cook Islands,4932.0,78.0,1.0,,4494.0,75.0,437.0,,280339.0,57.0,16325.0,927926.0,17593.0,Australia/Oceania
Palau,4486.0,,6.0,,3913.0,,567.0,1.0,245795.0,329.0,45500.0,2493014.0,18251.0,Australia/Oceania
